Date,Country,City,Specie,count,min,max,median,variance
15-03-2020,IN,Mysore,dew,15,7,21,13,189.6
18-06-2020,IN,Mysore,dew,10,21,22,21,2.25
31-05-2020,IN,Mysore,dew,14,21,24,22,11.1
08-06-2020,IN,Mysore,dew,11,19,22,20,13.68
09-06-2020,IN,Mysore,dew,12,20,22,21,2.65
07-01-2020,IN,Mysore,dew,15,15,20,16.5,20.43
01-05-2020,IN,Mysore,dew,5,19,21,20,5
11-07-2020,IN,Mysore,dew,14,20,22,21,2.54
17-07-2020,IN,Mysore,dew,13,21,23,22,3.17
02-02-2020,IN,Mysore,dew,40,11,19.5,14,62.64
25-02-2020,IN,Mysore,dew,12,12,18,14.5,52.48
27-02-2020,IN,Mysore,dew,15,12.5,18,16,41.14
04-03-2020,IN,Mysore,dew,3,17,17,17,0
15-05-2020,IN,Mysore,dew,5,20,21,20,3
05-06-2020,IN,Mysore,dew,13,20,22,21,4.33
06-03-2020,IN,Mysore,dew,12,16,20,17,16.12
30-05-2020,IN,Mysore,dew,12,20,22,21,6.12
12-06-2020,IN,Mysore,dew,14,18,20.5,19,4.08
10-01-2020,IN,Mysore,dew,14,12,18,15.5,42.97
20-01-2020,IN,Mysore,dew,13,14.5,19,16.5,18.27
12-03-2020,IN,Mysore,dew,13,15.5,20,17,21.03
14-03-2020,IN,Mysore,dew,14,11,20,15.5,101.32
25-06-2020,IN,Mysore,dew,11,20,24,22,23.5
27-06-2020,IN,Mysore,dew,9,20,21,20.5,2.15
15-07-2020,IN,Mysore,dew,14,20,23,21,11.92
13-01-2020,IN,Mysore,dew,16,12,18,15,33.83
19-03-2020,IN,Mysore,dew,14,11,20,14.5,100.07
04-04-2020,IN,Mysore,dew,4,13,15,14,9.17
10-06-2020,IN,Mysore,dew,13,21,23.5,22,6.86
23-06-2020,IN,Mysore,dew,7,20,21,20.5,1.43
11-01-2020,IN,Mysore,dew,14,12.5,17.5,15,30.71
16-01-2020,IN,Mysore,dew,15,12,17,15,27.45
03-05-2020,IN,Mysore,dew,5,16,21,18,37
14-06-2020,IN,Mysore,dew,13,20,22.5,21.5,6.31
22-06-2020,IN,Mysore,dew,8,20,21,20.5,1.96
24-06-2020,IN,Mysore,dew,13,20,21.5,21,3.08
14-01-2020,IN,Mysore,dew,14,13,18,16,39.12
03-06-2020,IN,Mysore,dew,12,20,23,21.5,14.47
06-06-2020,IN,Mysore,dew,11,20,22,21,5.05
17-01-2020,IN,Mysore,dew,13,13,18,15,34.94
09-02-2020,IN,Mysore,dew,17,16,20,18,21.84
01-03-2020,IN,Mysore,dew,14,10,19.5,14.5,112.16
15-04-2020,IN,Mysore,dew,5,13,21,18,103
06-05-2020,IN,Mysore,dew,4,19,21,19,9.17
23-05-2020,IN,Mysore,dew,7,19,25.4,21.5,44.23
16-06-2020,IN,Mysore,dew,11,21,23,22,2.41
20-06-2020,IN,Mysore,dew,13,20,22,21,2.76
10-07-2020,IN,Mysore,dew,4,21.5,22,22,0.62
23-01-2020,IN,Mysore,dew,13,16,18.5,17,6.83
18-03-2020,IN,Mysore,dew,14,3.5,19,8,344.78
21-04-2020,IN,Mysore,dew,7,16,22.6,21,57.87
02-05-2020,IN,Mysore,dew,5,18,21,20,17
29-05-2020,IN,Mysore,dew,8,21,22,21.5,2.14
04-01-2020,IN,Mysore,dew,15,16.5,21,18,30.67
09-01-2020,IN,Mysore,dew,15,15,19,17.5,16.71
29-01-2020,IN,Mysore,dew,12,16,19,17.5,12.2
13-04-2020,IN,Mysore,dew,5,14,21,18,67
30-04-2020,IN,Mysore,dew,4,18,22,19,33.33
02-07-2020,IN,Mysore,dew,13,21,23.5,21.5,6.47
22-01-2020,IN,Mysore,dew,14,12,18,15.5,49.68
08-03-2020,IN,Mysore,dew,14,18,20,19,7.25
17-03-2020,IN,Mysore,dew,14,13,20,15,60.71
11-04-2020,IN,Mysore,dew,4,17,21,18,29.17
26-04-2020,IN,Mysore,dew,3,17,19,17,13.33
28-04-2020,IN,Mysore,dew,2,20,20,20,0
24-05-2020,IN,Mysore,dew,4,21,26.5,22,60.62
09-07-2020,IN,Mysore,dew,9,21,22.5,22,3.61
03-02-2020,IN,Mysore,dew,37,6.5,19.2,14.5,123.76
06-04-2020,IN,Mysore,dew,4,17,21,19,26.67
12-04-2020,IN,Mysore,dew,5,15,21,17,58
20-05-2020,IN,Mysore,dew,5,16,21,19,43
19-06-2020,IN,Mysore,dew,8,21,22,21.5,2.46
12-01-2020,IN,Mysore,dew,14,14,16,14.5,4.89
19-01-2020,IN,Mysore,dew,14,16.5,20,18,12.09
25-01-2020,IN,Mysore,dew,14,8,17,12,99.46
11-03-2020,IN,Mysore,dew,14,13,21,18,67.87
19-05-2020,IN,Mysore,dew,4,20,22,21,9.17
12-07-2020,IN,Mysore,dew,12,19,21,20,2.88
13-07-2020,IN,Mysore,dew,9,21,22,21,1.32
19-07-2020,IN,Mysore,dew,7,18.5,21.5,20,9.76
07-04-2020,IN,Mysore,dew,5,20,21,20,3
19-04-2020,IN,Mysore,dew,6,18,22.9,19,39.64
25-04-2020,IN,Mysore,dew,3,20,20,20,0
07-07-2020,IN,Mysore,dew,7,21,23,22,5.36
28-01-2020,IN,Mysore,dew,15,13.5,20,17.5,38.52
05-02-2020,IN,Mysore,dew,38,14,20,16,38.44
07-02-2020,IN,Mysore,dew,33,14,20,17,15.74
08-02-2020,IN,Mysore,dew,37,13,20,18,46.89
13-03-2020,IN,Mysore,dew,14,11,19,12,100.18
09-04-2020,IN,Mysore,dew,4,17,21,18,33.33
05-05-2020,IN,Mysore,dew,5,18,21,19,17
04-07-2020,IN,Mysore,dew,13,21,23,22,3.49
16-07-2020,IN,Mysore,dew,9,21.5,23,22,3.19
13-01-2020,IN,Visakhapatnam,dew,17,16,19,17,10.28
04-03-2020,IN,Visakhapatnam,dew,6,21,22,21.5,2
06-05-2020,IN,Visakhapatnam,dew,10,24,25,24,2.78
15-06-2020,IN,Visakhapatnam,dew,14,26,27,27,1.81
06-07-2020,IN,Visakhapatnam,dew,3,26,26,26,0
13-07-2020,IN,Visakhapatnam,dew,19,23,27,24.5,10.66
05-06-2020,IN,Visakhapatnam,dew,12,26,28,27,3.84
08-02-2020,IN,Visakhapatnam,dew,4,21,22,21,2.5
27-02-2020,IN,Visakhapatnam,dew,21,14,22,18.5,54.9
16-03-2020,IN,Visakhapatnam,dew,17,21,23,22,3.46
25-04-2020,IN,Visakhapatnam,dew,17,22,26,25,13.68
03-05-2020,IN,Visakhapatnam,dew,13,23,27,25,20.77
30-05-2020,IN,Visakhapatnam,dew,17,23.5,28,25.5,19.39
31-05-2020,IN,Visakhapatnam,dew,17,26,28,27,2.5
20-06-2020,IN,Visakhapatnam,dew,17,24,26.5,25.5,4.96
29-06-2020,IN,Visakhapatnam,dew,8,26,27,26,2.14
24-05-2020,IN,Visakhapatnam,dew,8,25,27,26,5
08-01-2020,IN,Visakhapatnam,dew,23,15,19.5,17.5,20.78
08-03-2020,IN,Visakhapatnam,dew,17,21,24,22,6.89
15-03-2020,IN,Visakhapatnam,dew,18,21,24,22,11.76
28-03-2020,IN,Visakhapatnam,dew,15,19,24,22,33.45
06-04-2020,IN,Visakhapatnam,dew,11,23,26,24,10.18
27-04-2020,IN,Visakhapatnam,dew,21,19,24,23,28.29
28-04-2020,IN,Visakhapatnam,dew,18,21,25,23,12.94
08-06-2020,IN,Visakhapatnam,dew,19,23.5,27.5,25,18.9
06-01-2020,IN,Visakhapatnam,dew,15,17,20,19,13.86
17-01-2020,IN,Visakhapatnam,dew,24,17,21,19,11.67
14-03-2020,IN,Visakhapatnam,dew,21,21,23.5,22,4.87
23-04-2020,IN,Visakhapatnam,dew,18,23,26,25,8.01
10-06-2020,IN,Visakhapatnam,dew,19,24.5,27,25.5,6.17
10-01-2020,IN,Visakhapatnam,dew,19,19,22,20,11.55
29-02-2020,IN,Visakhapatnam,dew,11,19,20,20,2.41
09-03-2020,IN,Visakhapatnam,dew,19,22,24,23,5.79
09-04-2020,IN,Visakhapatnam,dew,15,20,23,22,9.24
18-04-2020,IN,Visakhapatnam,dew,16,23,26,25,9.17
03-06-2020,IN,Visakhapatnam,dew,18,25,28,26,7.42
02-07-2020,IN,Visakhapatnam,dew,10,25,29,26,18.78
07-01-2020,IN,Visakhapatnam,dew,19,17,19.5,18.5,6.4
20-01-2020,IN,Visakhapatnam,dew,18,19,22.5,21,12.94
29-03-2020,IN,Visakhapatnam,dew,11,16,24,20,92.73
03-04-2020,IN,Visakhapatnam,dew,18,18,25,23,45.24
20-04-2020,IN,Visakhapatnam,dew,12,24,25,25,2.42
23-05-2020,IN,Visakhapatnam,dew,7,26,27,27,1.43
19-03-2020,IN,Visakhapatnam,dew,18,21,25,23,14.09
22-04-2020,IN,Visakhapatnam,dew,12,23,26,24,11.74
29-01-2020,IN,Visakhapatnam,dew,19,21,23,22,6.18
19-04-2020,IN,Visakhapatnam,dew,10,23,26,24,13.78
09-05-2020,IN,Visakhapatnam,dew,14,23,28,26,15.16
11-06-2020,IN,Visakhapatnam,dew,13,25,26.5,26,3.97
21-01-2020,IN,Visakhapatnam,dew,17,19,23,21,19.3
31-01-2020,IN,Visakhapatnam,dew,23,20,24,22,16.21
26-02-2020,IN,Visakhapatnam,dew,14,20,23,22,7.93
22-03-2020,IN,Visakhapatnam,dew,18,19.5,24,22.5,9.41
25-03-2020,IN,Visakhapatnam,dew,16,23,24,23,2.62
17-05-2020,IN,Visakhapatnam,dew,20,24,26,25,4.71
24-06-2020,IN,Visakhapatnam,dew,10,26,28,27,4.03
12-05-2020,IN,Visakhapatnam,dew,15,24,27,25,9.81
15-05-2020,IN,Visakhapatnam,dew,17,24,26,25,5.66
28-05-2020,IN,Visakhapatnam,dew,11,26.5,28,27,2.68
21-06-2020,IN,Visakhapatnam,dew,11,25,26,25.5,1.14
09-07-2020,IN,Visakhapatnam,dew,21,24.5,27,26,7.12
12-07-2020,IN,Visakhapatnam,dew,14,25,26,25.5,1.61
18-07-2020,IN,Visakhapatnam,dew,16,25,27,25.5,3.62
05-01-2020,IN,Visakhapatnam,dew,14,19,21.5,21,4.78
14-01-2020,IN,Visakhapatnam,dew,23,15,19.5,16,19.52
09-02-2020,IN,Visakhapatnam,dew,7,18,20,18.5,8.21
26-03-2020,IN,Visakhapatnam,dew,18,17,24,22.5,37.61
16-06-2020,IN,Visakhapatnam,dew,11,25,27,26,6.5
25-06-2020,IN,Visakhapatnam,dew,9,26,27,26.5,2.15
16-07-2020,IN,Visakhapatnam,dew,4,25,25.5,25,0.62
19-07-2020,IN,Visakhapatnam,dew,9,25,26,25,1.94
18-03-2020,IN,Visakhapatnam,dew,16,21,24,23,11.96
21-05-2020,IN,Visakhapatnam,dew,8,23,27,25,22.68
06-06-2020,IN,Visakhapatnam,dew,17,24,28,26,18.9
07-06-2020,IN,Visakhapatnam,dew,19,23,28,26.5,20.35
08-07-2020,IN,Visakhapatnam,dew,16,26,27,26.5,2.29
27-03-2020,IN,Visakhapatnam,dew,19,18,24,22,34.8
05-05-2020,IN,Visakhapatnam,dew,11,25,27,26,4.91
09-06-2020,IN,Visakhapatnam,dew,17,25.5,28,26,4.3
18-06-2020,IN,Visakhapatnam,dew,15,23,27,25,21.36
25-01-2020,IN,Visakhapatnam,dew,13,19,22,21,12.44
02-03-2020,IN,Visakhapatnam,dew,22,18,22,20,11.8
23-03-2020,IN,Visakhapatnam,dew,17,22,24.5,22.5,4.93
30-04-2020,IN,Visakhapatnam,dew,13,23,26,24,11.03
01-07-2020,IN,Visakhapatnam,dew,15,25,28,26,11.24
04-01-2020,IN,Visakhapatnam,dew,15,20,21,20.5,2.1
01-03-2020,IN,Visakhapatnam,dew,13,19,21,20,5
31-03-2020,IN,Visakhapatnam,dew,12,20,25,21,32.95
10-05-2020,IN,Visakhapatnam,dew,17,23,26,25,12.43
29-05-2020,IN,Visakhapatnam,dew,13,26,28,27,4.84
12-06-2020,IN,Visakhapatnam,dew,13,25,27,26,4.74
27-06-2020,IN,Visakhapatnam,dew,14,25,27,26,4.62
02-04-2020,IN,Visakhapatnam,dew,17,19,25,23,55.66
04-04-2020,IN,Visakhapatnam,dew,20,23,25,24,4.11
14-04-2020,IN,Visakhapatnam,dew,17,20,26,24,28.82
22-06-2020,IN,Visakhapatnam,dew,18,23,25.5,24,7.42
17-07-2020,IN,Visakhapatnam,dew,15,24.5,27,25.5,4.71
12-03-2020,IN,Visakhapatnam,dew,18,21,24,23,7.13
16-05-2020,IN,Visakhapatnam,dew,10,25,27,26,4
20-05-2020,IN,Visakhapatnam,dew,11,19,22,20,16.73
19-06-2020,IN,Visakhapatnam,dew,16,24,26,25,5.29
14-07-2020,IN,Visakhapatnam,dew,16,25,26,25,2.29
23-01-2020,IN,Visakhapatnam,dew,19,20,21.5,21,3.57
10-03-2020,IN,Visakhapatnam,dew,21,21,24,22.5,6.15
11-03-2020,IN,Visakhapatnam,dew,8,21,22.5,21.5,3.39
17-03-2020,IN,Visakhapatnam,dew,16,22,24.5,23,3.83
05-04-2020,IN,Visakhapatnam,dew,12,20,24,23,19.02
17-04-2020,IN,Visakhapatnam,dew,20,23,26,25,7.79
07-07-2020,IN,Visakhapatnam,dew,9,25,27,26,6.53
26-06-2020,IN,Visakhapatnam,dew,17,25,27,26,4.21
15-01-2020,IN,Visakhapatnam,dew,22,15.5,18,17,6.56
05-02-2020,IN,Visakhapatnam,dew,14,21,23,22,1.99
10-04-2020,IN,Visakhapatnam,dew,14,19,25,22,41.32
24-04-2020,IN,Visakhapatnam,dew,14,24,26,25,3.79
26-04-2020,IN,Visakhapatnam,dew,13,23,25,24,5.64
04-05-2020,IN,Visakhapatnam,dew,14,26,27,26,2.69
17-06-2020,IN,Visakhapatnam,dew,16,24,27,26,8.91
02-02-2020,IN,Visakhapatnam,dew,7,21,22,21.5,2.5
03-02-2020,IN,Visakhapatnam,dew,19,20,23,21.5,7.02
07-02-2020,IN,Visakhapatnam,dew,20,19,22,21,9.05
25-05-2020,IN,Visakhapatnam,dew,6,26,27,26,3
05-07-2020,IN,Visakhapatnam,dew,13,25,26,25,1.92
15-07-2020,IN,Visakhapatnam,dew,14,25,27,25.5,4.85
03-01-2020,IN,Visakhapatnam,dew,12,21,23,22,4.09
22-01-2020,IN,Visakhapatnam,dew,17,19,22,21,8.79
24-01-2020,IN,Visakhapatnam,dew,17,18,21,19.5,9.14
07-03-2020,IN,Visakhapatnam,dew,16,22,24,22.5,3.96
30-03-2020,IN,Visakhapatnam,dew,14,23,25,23,4.18
08-05-2020,IN,Visakhapatnam,dew,13,25,27,26,4.1
11-07-2020,IN,Visakhapatnam,dew,19,24,26,25.5,3.33
30-01-2020,IN,Visakhapatnam,dew,19,21,23,22,2.73
01-02-2020,IN,Visakhapatnam,dew,18,21,23,22,4.45
21-03-2020,IN,Visakhapatnam,dew,20,20,24,22.5,14.6
02-05-2020,IN,Visakhapatnam,dew,7,24,25,25,2.86
07-05-2020,IN,Visakhapatnam,dew,10,24,26,25,6.22
14-06-2020,IN,Visakhapatnam,dew,19,26,27,26.5,2.19
04-06-2020,IN,Visakhapatnam,dew,18,24,28,25,20
11-04-2020,IN,Visakhapatnam,dew,14,23,25,24,6.87
09-01-2020,IN,Visakhapatnam,dew,20,16,21,18,26.97
12-01-2020,IN,Visakhapatnam,dew,19,15,20,18,29.82
28-01-2020,IN,Visakhapatnam,dew,17,19.5,23,21,7.22
25-02-2020,IN,Visakhapatnam,dew,21,18.5,23,22,20.65
06-03-2020,IN,Visakhapatnam,dew,12,21,23,22,5.66
13-03-2020,IN,Visakhapatnam,dew,13,17,23,20.5,51.86
07-04-2020,IN,Visakhapatnam,dew,14,24,26,24,5.55
29-04-2020,IN,Visakhapatnam,dew,15,24,25,24,2.57
01-05-2020,IN,Visakhapatnam,dew,19,23,27,25,18.3
13-05-2020,IN,Visakhapatnam,dew,8,24,25,24,2.86
18-05-2020,IN,Visakhapatnam,dew,20,21,25,23,13.13
13-06-2020,IN,Visakhapatnam,dew,11,25,26,25.5,1.91
23-06-2020,IN,Visakhapatnam,dew,13,25,27,26,6.47
19-01-2020,IN,Visakhapatnam,dew,22,19,21,20,2.99
28-02-2020,IN,Visakhapatnam,dew,21,15,20,18.5,27.89
05-03-2020,IN,Visakhapatnam,dew,17,20,23,21,9.72
21-04-2020,IN,Visakhapatnam,dew,17,23,26,25,11.4
30-06-2020,IN,Visakhapatnam,dew,22,25.5,27,26,2.08
03-07-2020,IN,Visakhapatnam,dew,16,25,28,26,8.57
18-01-2020,IN,Visakhapatnam,dew,16,19,20.5,20,1.96
26-01-2020,IN,Visakhapatnam,dew,20,18,22.5,20,16.12
04-02-2020,IN,Visakhapatnam,dew,14,21,23,22,1.87
12-04-2020,IN,Visakhapatnam,dew,20,22,25,24,7.66
15-04-2020,IN,Visakhapatnam,dew,13,17,24,22,51.41
26-05-2020,IN,Visakhapatnam,dew,13,25,28,26.5,7.44
28-06-2020,IN,Visakhapatnam,dew,14,25,27,26,5.56
16-01-2020,IN,Visakhapatnam,dew,21,15,20,17.5,26.82
27-01-2020,IN,Visakhapatnam,dew,18,20,23,21,8.77
13-04-2020,IN,Visakhapatnam,dew,16,20,25,24,26.5
22-05-2020,IN,Visakhapatnam,dew,17,26,29,28,6.4
27-05-2020,IN,Visakhapatnam,dew,13,24.5,26.5,26,3.49
01-06-2020,IN,Visakhapatnam,dew,16,25,27,26,6.32
01-04-2020,IN,Visakhapatnam,dew,17,21,26,24,32.21
08-04-2020,IN,Visakhapatnam,dew,22,22,26,24,14.05
19-05-2020,IN,Visakhapatnam,dew,17,19,22,20,7.65
02-06-2020,IN,Visakhapatnam,dew,16,25,27,26,3.29
04-07-2020,IN,Visakhapatnam,dew,8,25,26,26,1.38
11-01-2020,IN,Visakhapatnam,dew,14,18.5,21,20,5.84
06-02-2020,IN,Visakhapatnam,dew,19,21,23,22,3.95
20-03-2020,IN,Visakhapatnam,dew,18,20,24,23,15.07
24-03-2020,IN,Visakhapatnam,dew,13,22,24,23,6.73
10-07-2020,IN,Visakhapatnam,dew,14,25,27,26,4.78
16-04-2020,IN,Visakhapatnam,dew,20,17,26,24,70.53
11-05-2020,IN,Visakhapatnam,dew,15,25,27,26,3.52
14-05-2020,IN,Visakhapatnam,dew,13,24,26,25,5.77
09-04-2020,IN,Mumbai,dew,244,21,24,22.5,6.83
15-05-2020,IN,Mumbai,dew,254,19.5,26,25,21.96
23-05-2020,IN,Mumbai,dew,208,23,27,25,11.35
31-05-2020,IN,Mumbai,dew,232,23,26.5,25,7.7
06-06-2020,IN,Mumbai,dew,241,24,27,26,5.82
13-06-2020,IN,Mumbai,dew,175,25,26.5,26,0.78
02-05-2020,IN,Mumbai,dew,143,24.5,26,25.5,2.12
21-05-2020,IN,Mumbai,dew,225,23,26,24,5.83
03-01-2020,IN,Mumbai,dew,195,14.5,17,16,5.23
29-02-2020,IN,Mumbai,dew,360,11.5,21,15,86.26
03-03-2020,IN,Mumbai,dew,15,22,22,22,0
17-03-2020,IN,Mumbai,dew,360,9.5,23.5,13.5,74.28
25-04-2020,IN,Mumbai,dew,258,22,25,24,5.76
01-05-2020,IN,Mumbai,dew,259,24,26,25,3.45
13-05-2020,IN,Mumbai,dew,178,24,26,25.5,2.35
07-07-2020,IN,Mumbai,dew,264,25.5,28.5,27,4.98
10-01-2020,IN,Mumbai,dew,336,12,18.5,14.5,56.9
18-01-2020,IN,Mumbai,dew,303,9,16,13.5,54.56
25-01-2020,IN,Mumbai,dew,360,15,19.5,17.5,13.57
30-01-2020,IN,Mumbai,dew,360,8.5,13.5,12,24.03
01-03-2020,IN,Mumbai,dew,354,13.5,22.5,18.5,72.59
24-03-2020,IN,Mumbai,dew,310,19,24,21,27.91
24-01-2020,IN,Mumbai,dew,348,15,18,17,6.41
04-04-2020,IN,Mumbai,dew,314,20.5,25,23,14.14
07-04-2020,IN,Mumbai,dew,265,23,24.5,24,2.3
17-07-2020,IN,Mumbai,dew,210,25,27,26,3.81
06-01-2020,IN,Mumbai,dew,336,14,20.5,16,48.46
20-01-2020,IN,Mumbai,dew,360,16,18.5,17,4.91
07-03-2020,IN,Mumbai,dew,336,16.5,20,17.5,11.03
11-05-2020,IN,Mumbai,dew,198,22,26,25,12.52
11-06-2020,IN,Mumbai,dew,268,25,27,26,4.02
25-06-2020,IN,Mumbai,dew,188,24.5,27,26,5.44
05-03-2020,IN,Mumbai,dew,312,19,21,19.5,3.75
17-04-2020,IN,Mumbai,dew,156,24,26,25,4.14
19-04-2020,IN,Mumbai,dew,197,23.5,26,25,5.87
01-06-2020,IN,Mumbai,dew,156,23.5,26,25,3.41
30-06-2020,IN,Mumbai,dew,144,25,26.5,26,1.4
11-07-2020,IN,Mumbai,dew,174,26,27.5,27,1.98
27-01-2020,IN,Mumbai,dew,348,13,22,18.5,45.79
27-02-2020,IN,Mumbai,dew,360,3.5,18.5,7.5,198.24
17-05-2020,IN,Mumbai,dew,244,24,26,25,2.63
16-06-2020,IN,Mumbai,dew,212,25,27,26.5,2.1
16-07-2020,IN,Mumbai,dew,228,25,27,26,3.26
26-01-2020,IN,Mumbai,dew,360,14.5,21.5,17.5,26.53
02-03-2020,IN,Mumbai,dew,317,13,22,20.5,132.44
09-05-2020,IN,Mumbai,dew,255,23.5,26,25,5.3
26-05-2020,IN,Mumbai,dew,220,24,27,26,6.04
27-06-2020,IN,Mumbai,dew,278,24.5,27,26,2.74
05-07-2020,IN,Mumbai,dew,255,25,27.5,26,4.98
22-01-2020,IN,Mumbai,dew,348,14,19,16.5,12.8
28-01-2020,IN,Mumbai,dew,312,14,19,18,21.41
26-02-2020,IN,Mumbai,dew,348,4,18.5,6.5,219.54
03-05-2020,IN,Mumbai,dew,238,24,26.5,25,4.59
04-06-2020,IN,Mumbai,dew,278,22,28,24,28.9
29-01-2020,IN,Mumbai,dew,276,11,17,13,46.7
12-04-2020,IN,Mumbai,dew,208,23,27,25,7.07
21-04-2020,IN,Mumbai,dew,288,20,25,23,19.44
08-06-2020,IN,Mumbai,dew,288,22,25,23.5,6.37
22-06-2020,IN,Mumbai,dew,288,25,27.5,26,4.17
14-07-2020,IN,Mumbai,dew,147,25.5,27,26,2.49
13-01-2020,IN,Mumbai,dew,324,19.5,23,21,6.16
25-03-2020,IN,Mumbai,dew,327,20,25,24,18.03
27-03-2020,IN,Mumbai,dew,325,20.5,24,22,11.84
28-03-2020,IN,Mumbai,dew,314,6.5,23,19.5,204.33
16-04-2020,IN,Mumbai,dew,261,24,26,25.5,3.31
15-06-2020,IN,Mumbai,dew,258,25.5,27,26.5,2.93
07-01-2020,IN,Mumbai,dew,348,17,22,19,23.01
31-01-2020,IN,Mumbai,dew,360,10.5,17,13,28.81
19-03-2020,IN,Mumbai,dew,312,9,21,17.5,84.55
20-05-2020,IN,Mumbai,dew,178,23,25,24,5.37
18-06-2020,IN,Mumbai,dew,248,25,28,26,3.78
19-06-2020,IN,Mumbai,dew,228,26,28,27,3.39
14-03-2020,IN,Mumbai,dew,360,2,16,13,164.04
06-04-2020,IN,Mumbai,dew,249,20.5,25,24.5,12.22
19-07-2020,IN,Mumbai,dew,34,26.5,27,27,0.14
06-03-2020,IN,Mumbai,dew,324,17.5,20,19,4.39
06-05-2020,IN,Mumbai,dew,211,25,27,26,5.5
29-05-2020,IN,Mumbai,dew,200,25,26,26,1.71
18-07-2020,IN,Mumbai,dew,203,26,27.5,26.5,2.37
15-01-2020,IN,Mumbai,dew,336,11.5,14.5,13,9.15
04-03-2020,IN,Mumbai,dew,87,19.5,21,20.5,0.93
12-03-2020,IN,Mumbai,dew,324,15,18,16.5,9.8
05-04-2020,IN,Mumbai,dew,281,20,25,23.5,22.95
24-05-2020,IN,Mumbai,dew,190,25,27,26,3.76
08-07-2020,IN,Mumbai,dew,264,26,28,27,2.23
19-01-2020,IN,Mumbai,dew,334,14,17.5,16,14.46
25-02-2020,IN,Mumbai,dew,102,8,17,14,75.48
21-03-2020,IN,Mumbai,dew,319,18,22,20,6.85
31-03-2020,IN,Mumbai,dew,336,15.5,24,20.5,70
10-04-2020,IN,Mumbai,dew,237,20,25,24,10.83
10-05-2020,IN,Mumbai,dew,207,24.5,26,25.5,2.18
05-02-2020,IN,Mumbai,dew,360,9,15.5,12.5,38.33
23-03-2020,IN,Mumbai,dew,314,18.5,24,21,32.67
16-05-2020,IN,Mumbai,dew,178,24.5,26,26,2.65
22-05-2020,IN,Mumbai,dew,168,24,26,25,4.19
30-05-2020,IN,Mumbai,dew,218,25,27,26,2.9
28-04-2020,IN,Mumbai,dew,168,23,26.5,25.5,13.99
26-06-2020,IN,Mumbai,dew,278,25.5,27.5,26.5,2.36
04-01-2020,IN,Mumbai,dew,288,12,16,14,16.65
08-01-2020,IN,Mumbai,dew,360,16,21,18.5,15.04
12-01-2020,IN,Mumbai,dew,360,16.5,23,19,35.45
03-02-2020,IN,Mumbai,dew,348,19,21,20,3.05
16-03-2020,IN,Mumbai,dew,360,9.5,19.5,12,48.16
23-04-2020,IN,Mumbai,dew,236,24,26,25,2.83
14-06-2020,IN,Mumbai,dew,220,25,27,26,2.45
13-07-2020,IN,Mumbai,dew,237,25,27.5,26,4.82
05-01-2020,IN,Mumbai,dew,360,13,19,15.5,25.07
01-02-2020,IN,Mumbai,dew,324,13,18,14.5,28.43
11-04-2020,IN,Mumbai,dew,210,22,25,24.5,8.84
20-04-2020,IN,Mumbai,dew,268,12,26,21.5,191.78
04-05-2020,IN,Mumbai,dew,278,23.5,26,25,4.32
10-06-2020,IN,Mumbai,dew,214,25,27,26,4.04
05-05-2020,IN,Mumbai,dew,231,25,26.5,25.5,2.5
02-02-2020,IN,Mumbai,dew,348,13,20,17,52.41
09-02-2020,IN,Mumbai,dew,130,13,14,13,2.04
08-03-2020,IN,Mumbai,dew,348,13.5,18,16.5,22.7
13-03-2020,IN,Mumbai,dew,324,8.5,16,13,41.16
18-03-2020,IN,Mumbai,dew,345,8.5,22.5,16,202.96
13-04-2020,IN,Mumbai,dew,197,23.5,26,25.5,4.33
08-02-2020,IN,Mumbai,dew,325,13,17,15,16.98
09-03-2020,IN,Mumbai,dew,264,18,20,19,4.33
20-03-2020,IN,Mumbai,dew,303,18,22,20.5,14.95
30-03-2020,IN,Mumbai,dew,336,16,22,18.5,29.04
05-06-2020,IN,Mumbai,dew,251,21,27,23,28.4
14-01-2020,IN,Mumbai,dew,324,12,21.5,18.5,115.72
12-05-2020,IN,Mumbai,dew,213,24,26,25,3.06
28-05-2020,IN,Mumbai,dew,180,24,26.5,25,4.81
03-06-2020,IN,Mumbai,dew,262,23,25,24,3.94
12-06-2020,IN,Mumbai,dew,246,24.5,27,26,5.12
09-06-2020,IN,Mumbai,dew,288,24,26.5,25.5,3.45
06-07-2020,IN,Mumbai,dew,239,26,27,26.5,1.26
18-04-2020,IN,Mumbai,dew,204,23,26,25,6.04
27-04-2020,IN,Mumbai,dew,178,23,24.5,24,2.29
11-01-2020,IN,Mumbai,dew,336,15,19.5,17,15.62
17-01-2020,IN,Mumbai,dew,325,6,14,8,76.91
07-02-2020,IN,Mumbai,dew,348,6,16,10,79.24
11-03-2020,IN,Mumbai,dew,360,15,18,17,6.75
15-03-2020,IN,Mumbai,dew,348,7,21,12,91.31
26-03-2020,IN,Mumbai,dew,336,19.5,25.5,24,19.74
29-04-2020,IN,Mumbai,dew,258,24.5,26,25.5,2.14
08-05-2020,IN,Mumbai,dew,221,23,26,25,6.98
23-06-2020,IN,Mumbai,dew,280,23.5,26.5,25.5,3.32
01-07-2020,IN,Mumbai,dew,206,25,26.5,26,1.26
15-07-2020,IN,Mumbai,dew,183,25,27,26,3.16
21-01-2020,IN,Mumbai,dew,360,13,19.5,17,40.72
